"rk","player","pos","age","tm","g","gs","mp","fg","fga","fg_percent","x3p","x3pa","x3p_percent","x2p","x2pa","x2p_percent","ft","fta","ft_percent","orb","drb","trb","ast","stl","blk","tov","pf","pts","x","o_rtg","d_rtg"
"1","Precious Achiuwa","PF","21","MIA","49","2","604","8.5","15.2",".559","0.0","0.0","","8.5","15.2",".559","4.1","8.1",".505","5.1","9.2","14.2","2.0","1.3","2.0","3.1","6.2","21.1",NA,"107","107"
"2","Jaylen Adams","PG","24","MIL","7","0","18","2.6","20.9",".125","0.0","5.2",".000","2.6","15.7",".167","0.0","0.0","","0.0","7.9","7.9","5.2","0.0","0.0","0.0","2.6","5.2",NA,"46","116"
"3","Steven Adams","C","27","NOP","48","48","1341","6.0","9.6",".618","0.0","0.1",".000","6.0","9.5",".625","1.8","4.2",".435","6.8","8.4","15.2","3.3","1.7","1.2","2.6","3.6","13.7",NA,"121","114"
"4","Bam Adebayo","C","23","MIA","46","46","1541","10.7","18.9",".563","0.1","0.3",".250","10.6","18.7",".567","6.8","8.3",".819","3.5","10.6","14.1","8.0","1.3","1.7","3.9","3.3","28.2",NA,"122","107"
"5","LaMarcus Aldridge","C","35","TOT","25","22","652","10.0","21.4",".469","2.3","5.9",".388","7.7","15.5",".500","2.9","3.3",".867","1.3","7.2","8.5","3.5","0.8","1.9","1.9","3.3","25.3",NA,"109","113"
"5","LaMarcus Aldridge","C","35","SAS","21","18","544","10.2","22.1",".464","2.4","6.7",".360","7.8","15.4",".509","2.8","3.3",".838","1.5","6.9","8.4","3.2","0.7","1.6","1.8","3.2","25.7",NA,"107","113"
"5","LaMarcus Aldridge","F-C","35","BRK","4","4","108","8.9","17.9",".500","1.8","2.2",".800","7.2","15.6",".457","3.6","3.6","1.000","0.4","8.9","9.4","4.9","1.3","3.6","2.2","3.6","23.2",NA,"117","109"
"6","Ty-Shon Alexander","SG","22","PHO","6","0","16","3.1","18.5",".167","3.1","12.3",".250","0.0","6.2",".000","3.1","6.2",".500","0.0","6.2","6.2","3.1","0.0","0.0","0.0","3.1","12.3",NA,"72","115"
"7","Nickeil Alexander-Walker","SG","22","NOP","41","10","851","9.0","21.5",".418","3.7","10.6",".348","5.3","10.9",".487","2.2","3.0",".750","0.6","6.6","7.2","4.6","2.3","1.2","3.2","4.4","23.9",NA,"102","114"
"8","Grayson Allen","SG","25","MEM","37","25","912","6.7","15.8",".425","4.1","10.4",".399","2.6","5.4",".476","3.0","3.3",".906","0.8","5.3","6.1","4.2","1.9","0.4","1.8","2.8","20.6",NA,"118","112"
"9","Jarrett Allen","C","22","TOT","44","26","1262","8.1","12.8",".633","0.2","0.5",".417","7.9","12.4",".642","5.9","8.4",".704","5.2","11.7","16.9","2.9","0.8","2.9","2.5","2.7","22.3",NA,"130","110"
"9","Jarrett Allen","C","22","BRK","12","5","320","6.6","9.8",".677","0.0","0.0","","6.6","9.8",".677","6.9","9.2",".754","5.7","13.1","18.9","3.0","1.1","2.9","3.3","3.2","20.2",NA,"135","109"
"9","Jarrett Allen","C","22","CLE","32","21","942","8.6","13.9",".623","0.3","0.6",".417","8.4","13.2",".632","5.5","8.1",".684","5.0","11.2","16.3","2.8","0.7","2.9","2.2","2.6","23.1",NA,"129","110"
"10","Al-Farouq Aminu","PF","30","TOT","18","14","379","4.6","11.6",".400","0.9","4.1",".219","3.7","7.5",".500","2.1","2.4",".842","2.6","9.8","12.3","3.7","2.2","1.2","3.5","3.1","12.2",NA,"92","110"
"10","Al-Farouq Aminu","PF","30","ORL","17","14","367","4.8","11.8",".404","0.9","4.1",".226","3.9","7.7",".500","1.9","2.3",".824","2.7","9.4","12.1","3.9","2.3","1.2","3.3","2.9","12.3",NA,"93","110"
"10","Al-Farouq Aminu","PF","30","CHI","1","0","12","0.0","4.0",".000","0.0","4.0",".000","0.0","0.0","","8.0","8.0","1.000","0.0","20.0","20.0","0.0","0.0","0.0","8.0","8.0","8.0",NA,"53","110"
"11","Kyle Anderson","PF","27","MEM","48","48","1308","8.1","16.9",".476","2.4","6.6",".368","5.6","10.3",".546","3.5","4.6",".762","1.2","9.1","10.3","6.1","2.1","1.4","2.3","2.8","22.1",NA,"117","108"
"12","Giannis Antetokounmpo","PF","26","MIL","45","45","1529","14.4","25.5",".565","1.6","5.2",".302","12.8","20.3",".632","9.5","13.8",".687","2.5","13.3","15.8","8.5","1.6","1.8","5.2","4.0","39.9",NA,"121","107"
"13","Kostas Antetokounmpo","PF","23","LAL","10","0","36","2.7","6.7",".400","0.0","0.0","","2.7","6.7",".400","2.7","8.1",".333","2.7","13.5","16.2","0.0","2.7","4.0","10.8","6.7","8.1",NA,"44","96"
"14","Thanasis Antetokounmpo","SF","28","MIL","40","2","427","6.7","12.4",".545","0.8","2.5",".304","6.0","9.8",".607","1.8","3.8",".471","4.6","6.1","10.7","3.6","1.8","0.8","3.9","6.1","16.0",NA,"107","112"
"15","Carmelo Anthony","PF","36","POR","50","3","1268","9.2","22.4",".409","3.3","8.9",".378","5.8","13.5",".429","4.2","4.8",".871","1.0","5.2","6.2","3.1","1.5","1.2","1.9","4.3","25.8",NA,"108","118"
"16","Cole Anthony","PG","20","ORL","27","17","718","7.4","20.0",".369","2.0","6.0",".326","5.4","14.0",".388","3.3","4.0",".831","1.7","6.5","8.2","7.2","1.2","0.8","3.6","3.8","20.1",NA,"95","114"
"17","OG Anunoby","SF","23","TOR","34","34","1122","7.7","16.5",".470","3.3","8.4",".388","4.5","8.0",".556","2.5","3.4",".747","2.1","6.2","8.4","3.0","2.4","1.1","2.5","3.9","21.3",NA,"111","111"
"18","Ryan Arcidiacono","PG","26","CHI","31","0","333","4.7","12.5",".379","2.3","7.3",".314","2.4","5.2",".472","1.7","2.3",".750","0.4","6.3","6.8","6.0","1.0","0.0","1.0","5.0","13.5",NA,"113","115"
"19","Trevor Ariza","SF","35","MIA","11","8","274","4.3","13.7",".316","2.0","7.6",".262","2.3","6.1",".382","2.7","3.4",".789","0.9","6.7","7.6","3.1","1.1","1.3","1.1","2.7","13.4",NA,"95","111"
"20","D.J. Augustin","PG","33","TOT","49","6","956","5.2","13.6",".380","3.2","8.5",".372","2.0","5.1",".394","3.1","3.4",".926","0.9","3.0","3.9","7.9","1.3","0.0","2.7","2.4","16.6",NA,"115","116"
"20","D.J. Augustin","PG","33","MIL","37","6","713","4.7","12.7",".370","3.2","8.5",".380","1.5","4.2",".349","2.4","2.6",".900","0.7","2.6","3.3","7.3","1.3","0.1","2.2","2.2","15.0",NA,"115","116"
"20","D.J. Augustin","PG","33","HOU","12","0","243","6.7","16.4",".405","2.9","8.4",".349","3.7","8.0",".463","5.3","5.5",".964","1.4","4.3","5.7","9.6","1.2","0.0","3.9","3.1","21.5",NA,"113","116"
"21","Deni Avdija","SF","20","WAS","47","25","1101","4.9","11.7",".418","2.1","6.4",".320","2.9","5.3",".535","1.0","1.6",".632","0.8","8.9","9.7","2.4","1.1","0.5","1.3","5.2","12.9",NA,"103","114"
"22","Deandre Ayton","C","22","PHO","51","51","1568","10.3","16.8",".614","0.1","0.6",".211","10.2","16.2",".628","3.2","4.2",".767","5.3","12.0","17.4","2.4","0.7","1.9","2.7","4.9","23.9",NA,"123","107"
"23","Udoka Azubuike","C","21","UTA","12","0","49","4.0","7.0",".571","0.0","0.0","","4.0","7.0",".571","4.0","6.0",".667","4.0","8.9","12.9","0.0","1.0","4.0","3.0","7.9","11.9",NA,"109","105"
"24","Dwayne Bacon","SG","25","ORL","52","34","1320","7.3","18.5",".394","1.8","5.8",".308","5.5","12.8",".434","3.4","4.1",".827","0.7","5.1","5.8","2.3","1.0","0.1","1.3","3.1","19.7",NA,"100","116"
"25","Marvin Bagley III","PF","21","SAC","37","37","951","10.6","21.0",".502","1.7","4.8",".354","8.8","16.2",".547","3.1","5.5",".560","4.6","9.3","13.9","1.8","0.9","1.0","2.5","4.5","25.9",NA,"110","118"
"26","LaMelo Ball","PG","19","CHO","41","21","1174","9.8","21.7",".451","3.3","8.9",".375","6.4","12.8",".503","4.0","5.1",".789","2.2","7.7","9.9","10.3","2.7","0.6","4.7","4.8","26.9",NA,"111","110"
"27","Lonzo Ball","PG","23","NOP","41","41","1300","8.0","18.8",".424","4.7","12.3",".384","3.2","6.5",".500","1.4","1.8",".792","0.9","5.4","6.4","8.7","2.1","0.9","3.1","3.1","22.1",NA,"114","115"
"28","Mo Bamba","C","22","ORL","30","0","370","10.0","21.1",".475","2.6","7.6",".345","7.4","13.4",".549","2.6","4.2",".625","5.3","11.9","17.1","2.0","0.8","4.0","2.4","6.7","25.3",NA,"110","108"
"29","Desmond Bane","SG","22","MEM","46","11","1034","7.7","16.1",".477","3.7","8.3",".453","3.9","7.8",".503","1.3","1.7",".806","0.8","6.0","6.7","3.1","1.4","0.4","2.1","4.1","20.4",NA,"113","113"
"30","Harrison Barnes","PF","28","SAC","49","49","1765","7.1","14.5",".492","2.0","5.4",".362","5.2","9.1",".569","4.6","5.6",".829","1.6","7.3","8.9","4.8","1.0","0.2","2.0","1.7","20.8",NA,"123","120"
"31","RJ Barrett","SG","20","NYK","53","53","1802","9.7","21.5",".452","2.0","5.3",".382","7.7","16.2",".474","4.4","6.0",".736","1.6","7.0","8.6","4.4","1.1","0.4","3.0","3.8","25.8",NA,"106","111"
"32","Will Barton","SF","30","DEN","49","45","1535","7.6","17.5",".433","2.8","7.3",".379","4.8","10.1",".471","2.4","3.1",".773","1.1","5.5","6.6","5.1","1.5","0.7","2.6","2.6","20.3",NA,"108","114"
"33","Keita Bates-Diop","SF","25","SAS","16","0","118","4.5","13.1",".344","2.1","6.2",".333","2.5","7.0",".353","2.9","4.1",".700","2.1","6.2","8.2","2.9","2.5","0.4","0.4","2.1","14.0",NA,"107","111"
"34","Nicolas Batum","SF","32","LAC","51","38","1447","5.1","11.1",".458","3.0","7.4",".414","2.1","3.8",".545","1.5","1.7",".843","1.4","7.1","8.5","4.1","2.0","0.7","1.3","2.8","14.7",NA,"127","111"
"35","Aron Baynes","C","34","TOR","49","31","900","6.4","14.9",".432","1.2","5.0",".237","5.3","9.9",".530","1.4","2.0",".730","4.4","9.0","13.4","2.3","0.8","1.1","2.3","6.0","15.5",NA,"103","113"
"36","Kent Bazemore","SF","31","GSW","50","1","838","6.1","13.7",".443","2.6","6.5",".397","3.5","7.3",".485","2.1","2.9",".712","1.1","6.9","8.0","4.2","2.4","1.3","3.0","6.0","16.8",NA,"101","109"
"37","Darius Bazley","PF","20","OKC","36","36","1104","6.9","17.5",".392","2.3","8.1",".290","4.5","9.4",".479","2.5","3.5",".704","1.0","10.8","11.7","2.3","0.8","1.0","2.7","1.3","18.5",NA,"91","112"
"38","Bradley Beal","SG","27","WAS","43","43","1515","14.2","29.3",".486","2.9","8.4",".343","11.3","20.9",".544","9.2","10.2",".901","1.5","4.9","6.4","6.3","1.5","0.5","4.4","3.2","40.6",NA,"114","115"
"39","Malik Beasley","SG","24","MIN","37","36","1214","10.3","23.4",".440","5.0","12.5",".399","5.3","10.9",".487","2.7","3.1",".850","1.1","5.2","6.3","3.4","1.2","0.3","2.3","2.4","28.2",NA,"109","118"
"40","Jordan Bell","C","26","WAS","3","1","50","4.6","13.9",".333","0.0","1.8",".000","4.6","12.0",".385","0.0","0.0","","4.6","10.2","14.8","4.6","0.9","2.8","2.8","3.7","9.2",NA,"84","110"
"41","DeAndre' Bembry","SF","26","TOR","35","9","631","5.8","10.7",".543","0.7","2.4",".281","5.1","8.3",".620","1.8","2.7",".657","1.6","5.5","7.1","5.5","2.2","0.8","3.0","4.4","14.1",NA,"110","112"
"42","Dāvis Bertāns","PF","28","WAS","39","5","955","6.2","15.5",".402","5.5","13.8",".395","0.8","1.7",".457","3.1","3.6",".865","0.7","4.8","5.5","1.6","1.2","0.4","1.2","4.7","21.0",NA,"118","116"
"43","Patrick Beverley","PG","32","LAC","31","31","726","5.6","13.0",".432","3.5","8.5",".416","2.0","4.4",".462","2.3","2.8",".805","1.8","5.7","7.6","4.4","1.8","1.6","1.8","6.6","17.0",NA,"122","110"
"44","Saddiq Bey","SF","21","DET","50","33","1246","6.9","17.1",".403","4.5","11.8",".379","2.4","5.4",".456","3.2","3.6",".879","1.0","6.8","7.9","2.5","1.3","0.2","1.5","3.3","21.4",NA,"113","114"
"45","Tyler Bey","SF","22","DAL","10","0","33","4.5","16.4",".273","0.0","1.5",".000","4.5","14.9",".300","3.0","6.0",".500","7.5","10.5","17.9","1.5","0.0","1.5","0.0","6.0","12.0",NA,"94","112"
"46","Khem Birch","C","28","ORL","48","5","952","4.8","10.7",".450","0.2","1.1",".190","4.6","9.6",".479","3.2","4.4",".741","6.0","6.4","12.4","2.7","1.6","1.4","1.2","3.4","13.1",NA,"121","112"
"47","Goga Bitadze","C","21","IND","32","1","343","8.6","17.7",".488","1.5","6.0",".256","7.1","11.7",".607","3.2","4.6",".697","5.7","7.3","13.0","3.1","1.0","4.7","1.8","8.4","22.0",NA,"118","109"
"48","Bismack Biyombo","C","28","CHO","47","28","1002","5.1","8.9",".576","0.0","0.0",".000","5.1","8.8",".579","1.9","3.9",".481","4.6","7.2","11.8","3.0","0.6","2.6","2.4","5.4","12.1",NA,"114","112"
"49","Nemanja Bjelica","PF","32","TOT","32","1","514","7.3","16.1",".453","1.9","6.8",".278","5.4","9.4",".580","3.1","4.2",".733","2.3","8.4","10.8","5.3","0.9","0.4","2.9","5.8","19.6",NA,"109","118"
"49","Nemanja Bjelica","PF","32","SAC","26","1","439","7.5","16.4",".460","1.9","6.3",".293","5.7","10.1",".565","3.5","4.6",".762","2.6","8.3","10.9","5.4","0.9","0.2","3.1","5.3","20.5",NA,"110","119"
"49","Nemanja Bjelica","PF","32","MIA","6","0","75","5.9","14.5",".409","2.0","9.2",".214","4.0","5.3",".750","0.7","2.0",".333","0.7","9.2","9.9","5.3","1.3","1.3","2.0","9.2","14.5",NA,"96","108"
"50","Eric Bledsoe","SG","31","NOP","51","50","1534","6.8","16.4",".414","3.0","8.2",".363","3.8","8.2",".465","2.7","3.9",".702","0.7","4.8","5.5","6.1","1.1","0.5","2.6","2.7","19.3",NA,"109","118"
"51","Keljin Blevins","SF","25","POR","10","0","51","1.9","13.4",".143","0.0","4.8",".000","1.9","8.6",".222","0.0","0.0","","0.0","1.9","1.9","3.8","1.9","0.0","2.9","3.8","3.8",NA,"40","120"
"52","Bogdan Bogdanović","SG","28","ATL","28","11","738","8.9","19.6",".452","4.5","11.4",".392","4.4","8.2",".537","1.4","1.5",".913","0.9","5.7","6.6","5.3","1.5","0.5","2.1","4.2","23.6",NA,"117","115"
"53","Bojan Bogdanović","SF","31","UTA","52","52","1573","7.9","19.0",".417","3.8","10.0",".383","4.1","9.0",".455","4.2","4.9",".855","0.9","5.4","6.3","2.9","0.8","0.1","2.2","2.6","23.9",NA,"112","112"
"54","Bol Bol","PF","21","DEN","21","2","110","8.6","17.1",".500","4.1","8.1",".500","4.5","9.0",".500","2.3","4.1",".556","0.0","7.2","7.2","2.7","0.9","3.6","4.1","5.4","23.4",NA,"102","110"
"55","Marques Bolden","C","22","CLE","6","0","29","1.7","5.1",".333","0.0","0.0","","1.7","5.1",".333","8.5","13.6",".625","5.1","5.1","10.2","0.0","3.4","3.4","3.4","0.0","11.9",NA,"101","107"
"56","Jordan Bone","PG","23","ORL","14","0","196","5.7","13.4",".426","2.5","8.0",".313","3.2","5.5",".591","0.0","0.0","","1.0","5.0","6.0","4.5","0.5","0.0","0.7","2.7","13.9",NA,"113","118"
"57","Isaac Bonga","SF","21","WAS","31","7","357","3.1","8.2",".381","1.4","4.8",".297","1.7","3.4",".500","0.4","0.8",".500","2.2","5.4","7.6","2.5","1.0","0.9","2.2","6.7","8.0",NA,"93","115"
"58","Devin Booker","SG","24","PHO","47","47","1606","13.7","27.7",".494","3.0","8.4",".357","10.7","19.4",".554","7.2","8.4",".857","0.5","5.4","5.9","6.5","1.2","0.3","4.6","4.1","37.6",NA,"111","112"
"59","Chris Boucher","C","28","TOR","52","7","1225","9.9","19.1",".520","3.1","7.8",".392","6.8","11.3",".608","5.2","6.7",".776","4.0","9.4","13.4","2.0","1.2","3.9","1.5","5.5","28.1",NA,"128","108"
"60","Brian Bowen","SF","22","IND","4","0","11","4.3","13.0",".333","0.0","0.0","","4.3","13.0",".333","4.3","4.3","1.000","0.0","8.7","8.7","0.0","0.0","0.0","0.0","4.3","13.0",NA,"94","116"
"61","Avery Bradley","SG","30","TOT","17","3","372","6.4","15.2",".422","3.0","8.5",".354","3.4","6.7",".510","1.3","1.7",".769","0.7","4.1","4.7","3.7","1.2","0.3","1.8","5.4","17.1",NA,"103","115"
"61","Avery Bradley","SG","30","MIA","10","1","211","7.3","15.5",".470","3.8","8.9",".421","3.5","6.6",".536","1.6","2.1",".778","0.5","3.8","4.2","3.3","1.6","0.2","2.1","6.1","19.9",NA,"110","112"
"61","Avery Bradley","SG","30","HOU","7","2","161","5.3","14.8",".360","2.1","8.0",".259","3.2","6.8",".478","0.9","1.2",".750","0.9","4.4","5.3","4.1","0.6","0.3","1.5","4.4","13.6",NA,"95","117"
"62","Tony Bradley","C","23","TOT","27","8","430","8.6","12.9",".664","0.0","0.3",".000","8.6","12.6",".681","1.9","2.7",".708","6.0","10.7","16.7","2.9","1.0","2.1","2.0","4.7","19.0",NA,"133","107"
"62","Tony Bradley","C","23","PHI","20","8","287","8.5","12.5",".680","0.0","0.2",".000","8.5","12.3",".689","1.2","1.8",".636","6.5","10.8","17.3","2.8","1.0","2.2","1.0","4.7","18.2",NA,"145","106"
"62","Tony Bradley","C","23","OKC","7","0","143","8.7","13.7",".634","0.0","0.7",".000","8.7","13.1",".667","3.3","4.4",".769","5.0","10.4","15.4","3.0","1.0","2.0","4.0","4.7","20.8",NA,"116","111"
"63","Jarrell Brantley","PF","24","UTA","17","0","58","9.2","21.0",".440","4.2","12.6",".333","5.0","8.4",".600","1.7","1.7","1.000","3.4","9.2","12.6","3.4","2.5","0.8","0.8","7.6","24.3",NA,"124","105"
"64","Ignas Brazdeikis","SF","22","TOT","5","0","15","0.0","13.0",".000","0.0","3.3",".000","0.0","9.8",".000","6.5","6.5","1.000","3.3","9.8","13.0","3.3","0.0","0.0","3.3","0.0","6.5",NA,"59","112"
"64","Ignas Brazdeikis","SF","22","NYK","4","0","7","0.0","7.1",".000","0.0","0.0","","0.0","7.1",".000","14.3","14.3","1.000","7.1","7.1","14.3","7.1","0.0","0.0","7.1","0.0","14.3",NA,"102","114"
"64","Ignas Brazdeikis","F","22","PHI","1","0","8","0.0","17.9",".000","0.0","6.0",".000","0.0","12.0",".000","0.0","0.0","","0.0","12.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0",NA,"0","111"
"65","Mikal Bridges","SF","24","PHO","51","51","1643","7.6","14.3",".529","2.7","6.5",".415","4.9","7.8",".625","2.5","3.0",".828","1.8","5.4","7.2","3.4","1.4","1.4","1.3","2.4","20.3",NA,"129","110"
"66","Miles Bridges","PF","22","CHO","51","5","1385","6.9","13.7",".504","2.4","6.2",".391","4.4","7.4",".599","2.3","2.6",".892","2.3","8.0","10.2","3.6","1.2","1.3","2.8","3.8","18.5",NA,"115","112"
"67","Oshae Brissett","F","22","IND","2","0","5","9.6","19.1",".500","0.0","9.6",".000","9.6","9.6","1.000","0.0","0.0","","0.0","19.1","19.1","0.0","9.6","0.0","0.0","0.0","19.1",NA,"97","89"
"68","Malcolm Brogdon","PG","28","IND","45","45","1578","10.8","23.8",".455","3.6","9.0",".396","7.2","14.8",".491","3.4","3.9",".868","1.1","5.3","6.5","7.9","1.4","0.3","2.9","2.7","28.6",NA,"112","115"
"69","Armoni Brooks","G","22","HOU","1","0","3","0.0","31.7",".000","0.0","31.7",".000","0.0","0.0","","0.0","0.0","","0.0","15.8","15.8","0.0","0.0","0.0","0.0","0.0","0.0",NA,"0","113"
"70","Dillon Brooks","SF","25","MEM","47","47","1376","10.1","24.4",".414","3.2","9.2",".342","6.9","15.2",".458","3.5","4.3",".823","1.2","3.4","4.7","3.9","2.0","0.6","3.1","5.6","26.9",NA,"100","112"
"71","Bruce Brown","PG","24","BRK","48","31","1047","7.7","14.1",".548","0.5","2.0",".256","7.2","12.1",".595","2.7","3.6",".756","3.5","6.8","10.3","3.4","1.8","0.7","1.8","4.7","18.6",NA,"123","113"
"72","Jaylen Brown","SG","24","BOS","49","49","1665","13.2","27.2",".486","3.9","9.9",".399","9.3","17.3",".537","4.7","6.3",".752","1.7","6.5","8.2","5.0","1.8","0.8","4.0","4.2","35.1",NA,"113","113"
"73","Moses Brown","C","21","OKC","23","12","471","7.6","13.7",".556","0.0","0.0","","7.6","13.7",".556","5.0","8.3",".598","7.5","12.2","19.7","0.4","1.2","2.6","1.9","4.5","20.2",NA,"120","108"
"74","Sterling Brown","SG","25","HOU","50","14","1224","5.8","13.0",".448","3.5","8.4",".423","2.3","4.7",".492","1.0","1.2",".806","1.5","7.2","8.7","2.8","1.5","0.5","1.6","3.8","16.2",NA,"114","113"
"75","Troy Brown Jr.","SF","21","TOT","28","0","406","5.2","13.5",".385","2.1","6.8",".305","3.1","6.7",".466","1.6","2.3",".700","1.8","7.2","9.1","2.8","0.8","0.7","2.1","4.6","14.0",NA,"97","115"
"75","Troy Brown Jr.","SF","21","WAS","21","0","287","5.3","14.3",".371","2.3","7.4",".304","3.1","6.9",".442","1.6","2.4",".667","1.8","8.0","9.8","3.1","0.5","0.6","2.6","4.7","14.5",NA,"92","115"
"75","Troy Brown Jr.","SF","21","CHI","7","0","119","4.8","11.3",".429","1.6","5.2",".308","3.2","6.0",".533","1.6","2.0",".800","2.0","5.2","7.2","2.0","1.6","0.8","0.8","4.4","12.9",NA,"114","113"
"76","Jalen Brunson","PG","24","DAL","47","10","1194","9.3","17.4",".533","2.4","5.9",".399","6.9","11.5",".602","4.0","5.0",".793","0.7","6.1","6.8","6.5","1.0","0.0","2.6","3.3","24.9",NA,"123","115"
"77","Thomas Bryant","C","23","WAS","10","10","271","10.1","15.5",".648","1.5","3.6",".429","8.5","11.9",".714","2.7","4.1",".667","3.1","7.3","10.4","2.6","0.7","1.4","1.9","5.3","24.4",NA,"131","114"
"78","Reggie Bullock","SF","29","NYK","46","45","1272","6.2","14.4",".429","4.0","9.9",".402","2.2","4.5",".487","1.2","1.3",".882","0.4","5.6","6.0","2.4","1.3","0.3","1.3","4.0","17.5",NA,"114","111"
"79","Trey Burke","PG","28","DAL","47","0","682","8.3","18.6",".447","3.4","9.1",".373","4.9","9.5",".519","2.5","2.9",".850","0.4","2.7","3.0","4.6","1.8","0.2","1.7","3.5","22.5",NA,"113","115"
"80","Alec Burks","SG","29","NYK","41","5","1070","8.1","19.5",".416","3.9","9.5",".412","4.2","10.0",".421","4.2","4.9",".865","0.9","7.7","8.6","4.2","1.4","0.5","1.9","4.0","24.4",NA,"114","109"
"81","Jimmy Butler","SF","31","MIA","37","37","1249","10.5","21.1",".496","0.6","2.9",".222","9.9","18.3",".539","10.0","11.7",".854","2.9","7.9","10.8","10.5","2.9","0.5","3.2","2.1","31.6",NA,"126","107"
"82","Bruno Caboclo","PF","25","HOU","6","0","36","10.6","22.4",".471","0.0","6.6",".000","10.6","15.8",".667","1.3","2.6",".500","4.0","14.5","18.5","1.3","0.0","2.6","5.3","7.9","22.4",NA,"83","110"
"83","Devontae Cacok","PF","24","LAL","13","1","71","10.3","16.4",".625","0.0","0.0","","10.3","16.4",".625","2.1","4.8",".429","6.8","10.9","17.8","0.7","3.4","2.1","2.1","4.1","22.6",NA,"120","99"
"84","Kentavious Caldwell-Pope","SG","27","LAL","48","48","1286","5.4","12.8",".425","2.9","7.1",".412","2.5","5.7",".441","2.3","2.7",".847","0.8","4.0","4.8","2.8","1.4","0.5","1.9","3.0","16.1",NA,"110","109"
"85","Facundo Campazzo","PG","29","DEN","46","3","842","4.0","11.0",".366","2.7","7.7",".354","1.3","3.3",".393","2.4","2.8",".833","0.7","3.3","4.0","7.6","2.7","0.5","2.6","5.2","13.1",NA,"112","113"
"86","Vlatko Čančar","PF","23","DEN","27","0","155","4.8","11.2",".429","1.6","5.8",".278","3.2","5.4",".588","1.6","1.9",".833","1.6","7.7","9.3","2.6","2.6","0.6","3.2","4.2","12.8",NA,"96","110"
"87","Devin Cannady","G","24","ORL","1","0","2","0.0","48.7",".000","0.0","48.7",".000","0.0","0.0","","48.7","48.7","1.000","0.0","0.0","0.0","0.0","24.4","0.0","0.0","24.4","48.7",NA,"82","64"
"88","Clint Capela","C","26","ATL","46","46","1375","10.8","18.2",".598","0.0","0.0","","10.8","18.2",".598","3.3","5.7",".589","7.7","15.4","23.2","1.3","1.2","3.8","2.0","3.8","25.0",NA,"125","106"
"89","Vernon Carey Jr.","C","19","CHO","10","0","33","4.4","11.7",".375","0.0","5.9",".000","4.4","5.9",".750","2.9","4.4",".667","2.9","11.7","14.7","1.5","0.0","2.9","4.4","2.9","11.7",NA,"78","111"
"90","Jevon Carter","PG","25","PHO","39","0","387","5.2","13.8",".380","2.9","9.2",".319","2.3","4.6",".500","0.3","0.3","1.000","0.9","5.4","6.3","5.7","1.9","1.0","1.0","4.9","13.7",NA,"110","109"
"91","Wendell Carter Jr.","C","21","TOT","39","29","979","8.2","15.7",".524","0.5","1.6",".313","7.7","14.1",".547","5.0","6.7",".745","4.4","10.8","15.2","3.9","1.2","1.6","2.9","5.5","21.9",NA,"117","110"
"91","Wendell Carter Jr.","C","21","CHI","32","25","792","7.8","15.2",".512","0.5","1.3",".364","7.3","13.9",".526","5.0","6.7",".739","4.2","10.9","15.1","4.2","1.1","1.5","3.0","5.8","21.1",NA,"116","110"
"91","Wendell Carter Jr.","C","21","ORL","7","4","187","9.9","17.5",".567","0.5","2.6",".200","9.4","14.9",".632","5.2","6.8",".769","5.2","10.4","15.6","2.9","1.6","2.1","2.9","3.9","25.5",NA,"121","109"
"92","Michael Carter-Williams","SG","29","ORL","28","22","728","6.3","16.3",".387","0.9","3.5",".269","5.4","12.8",".419","3.0","4.6",".662","2.4","6.0","8.4","8.2","1.4","1.0","4.2","5.2","16.5",NA,"94","113"
"93","Alex Caruso","PG","26","LAL","42","0","859","4.9","11.6",".417","2.3","5.4",".417","2.6","6.2",".418","1.9","3.0",".642","1.2","5.9","7.1","6.0","2.7","0.6","2.9","4.3","13.9",NA,"105","105"
"94","Willie Cauley-Stein","C","27","DAL","35","11","599","6.5","10.5",".622","0.1","0.7",".125","6.4","9.8",".655","2.7","4.1",".660","3.3","9.1","12.3","2.1","0.9","2.3","1.3","6.6","15.8",NA,"130","110"
"95","Chris Chiozza","PG","25","BRK","20","0","202","6.5","17.7",".365","3.1","9.1",".342","3.3","8.6",".389","2.9","3.6",".800","0.7","4.5","5.3","14.3","1.7","1.0","3.6","4.3","18.9",NA,"112","114"
"96","Marquese Chriss","PF","23","GSW","2","0","27","8.7","24.3",".357","1.7","8.7",".200","6.9","15.6",".444","3.5","6.9",".500","5.2","17.3","22.6","3.5","0.0","3.5","3.5","5.2","22.6",NA,"87","105"
"97","Gary Clark","SF","26","TOT","37","11","641","3.0","10.0",".305","2.4","8.2",".287","0.7","1.7",".391","0.6","0.8",".800","2.5","6.1","8.6","2.3","0.9","0.5","1.3","2.6","9.0",NA,"97","115"
"97","Gary Clark","SF","26","ORL","35","11","637","3.1","10.0",".305","2.4","8.3",".287","0.7","1.8",".391","0.6","0.8",".800","2.5","6.0","8.6","2.3","0.9","0.5","1.3","2.6","9.1",NA,"97","115"
"97","Gary Clark","F","26","DEN","2","0","4","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","12.4","12.4","0.0","0.0","0.0","0.0","0.0","0.0",NA,"","115"
